Uniclass Product Name,Uniclass Product Code,Uniclass System Name,Uniclass System Code,IFC Object,Property Set/Defined by,Attribute Name / IfcProperty,COBie Mapping,Template Type,Primary Measure Type,Defined Data,,Discipline,Data Template Within Model,Stage Required,Register of Assets,Support for Business Questions,Support for Compliance and Regulatory Responsibilities,Management of Capacity and Utilization,Support for Repurposing,Predicted and Actual Impacts,Operations,Maintenance and Repair,Replacement
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,,<IfcObject>Type.Name,COBieTypeName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,,<IfcObject>.Description,COBieComponentDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,,<IfcObject>.name,COBieComponentName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,,PredefinedType,,p_enumeratedvalue,IfcTankTypeEnum,PRESSUREVESSEL,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,Pset_ManufacturerTypeInformation,InformationManufacturer,COBieTypeManufacturer,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,Pset_ManufacturerTypeInformation,InformationModelReference,COBieTypeModelNumber,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,Pset_ServiceLife,ServiceLifeDuration,COBieTypeExpectedLife,p_boundedvalue,IfcDuration,,,Building Services,Stage 3,Stage 4,,x,,,,,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,Pset_Warranty,WarrantyStartDate,COBieComponentWarrantyStartDate,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,Pset_Warranty,WarrantyEndDate,,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,Pset_Warranty,WarrantyPeriod,COBieTypeWarrantyDurationParts,p_singlevalue,IfcTimeMeasure,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,x
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,Pset_Warranty,PointOfContact,COBieTypeWarrantyGuarantorParts,p_referencevalue,IfcOrganization,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,Pset_Warranty,WarrantyContent,COBieTypeWarrantyDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Liquefied petroleum gas (LPG) storage vessels,Pr_60_50_67_48,Liquefied petroleum gas (LPG) supply systems,Ss_55_20_34_46,IfcTankType,Pset_Warranty,Exclusions,,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,,<IfcObject>Type.Description,COBieTypeDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,,<IfcObject>Type.Name,COBieTypeName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,,<IfcObject>.Description,COBieComponentDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,,<IfcObject>.name,COBieComponentName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,,PredefinedType,,p_enumeratedvalue,IfcTankTypeEnum,STORAGE,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,Pset_ManufacturerTypeInformation,InformationManufacturer,COBieTypeManufacturer,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,Pset_ManufacturerTypeInformation,InformationModelReference,COBieTypeModelNumber,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,Pset_ServiceLife,ServiceLifeDuration,COBieTypeExpectedLife,p_boundedvalue,IfcDuration,,,Building Services,Stage 3,Stage 4,,x,,,,,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,Pset_Warranty,WarrantyStartDate,COBieComponentWarrantyStartDate,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,Pset_Warranty,WarrantyEndDate,,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,Pset_Warranty,WarrantyPeriod,COBieTypeWarrantyDurationParts,p_singlevalue,IfcTimeMeasure,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,x
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,Pset_Warranty,PointOfContact,COBieTypeWarrantyGuarantorParts,p_referencevalue,IfcOrganization,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,Pset_Warranty,WarrantyContent,COBieTypeWarrantyDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Water tanks and cisterns,Pr_60_50_96,Hot and cold water supply systems,Ss_55_70_38,IfcTankType,Pset_Warranty,Exclusions,,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,,<IfcObject>Type.Description,COBieTypeDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,,<IfcObject>Type.Name,COBieTypeName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,,<IfcObject>.Description,COBieComponentDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,,<IfcObject>.name,COBieComponentName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,,PredefinedType,,p_enumeratedvalue,IfcTankTypeEnum,STORAGE,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,Pset_ManufacturerTypeInformation,InformationManufacturer,COBieTypeManufacturer,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,Pset_ManufacturerTypeInformation,InformationModelReference,COBieTypeModelNumber,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,Pset_ServiceLife,ServiceLifeDuration,COBieTypeExpectedLife,p_boundedvalue,IfcDuration,,,Building Services,Stage 3,Stage 4,,x,,,,,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,Pset_Warranty,WarrantyStartDate,COBieComponentWarrantyStartDate,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,Pset_Warranty,WarrantyEndDate,,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,Pset_Warranty,WarrantyPeriod,COBieTypeWarrantyDurationParts,p_singlevalue,IfcTimeMeasure,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,x
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,Pset_Warranty,PointOfContact,COBieTypeWarrantyGuarantorParts,p_referencevalue,IfcOrganization,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,Pset_Warranty,WarrantyContent,COBieTypeWarrantyDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Rainwater storage butts,Pr_60_50_96_70,SuDS rainwater harvesting systems,Ss_50_70_85_70,IfcTankType,Pset_Warranty,Exclusions,,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,<IfcObject>Type.Description,COBieTypeDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,<IfcObject>Type.Name,COBieTypeName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,<IfcObject>.Description,COBieComponentDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,<IfcObject>.name,COBieComponentName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,PredefinedType,,p_enumeratedvalue,IfcFilterTypeEnum,WATERFILTER,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_ManufacturerTypeInformation,InformationManufacturer,COBieTypeManufacturer,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_ManufacturerTypeInformation,InformationModelReference,COBieTypeModelNumber,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_ManufacturerOccurrence,SerialNumber,COBieComponentSerialNumber,p_singlevalue,IfcIdentifier,,,Building Services,Stage 3,Stage 6,x,,x,,,,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_ServiceLife,ServiceLifeDuration,COBieTypeExpectedLife,p_boundedvalue,IfcDuration,,,Building Services,Stage 3,Stage 4,,x,,,,,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,WarrantyStartDate,COBieComponentWarrantyStartDate,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,WarrantyEndDate,,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,WarrantyPeriod,COBieTypeWarrantyDurationParts,p_singlevalue,IfcTimeMeasure,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,x
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,PointOfContact,COBieTypeWarrantyGuarantorParts,p_referencevalue,IfcOrganization,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,WarrantyContent,COBieTypeWarrantyDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Reverse osmosis units,Pr_60_55_97_72,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,Exclusions,,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,,<IfcObject>Type.Description,COBieTypeDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,,<IfcObject>Type.Name,COBieTypeName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,,<IfcObject>.Description,COBieComponentDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,,<IfcObject>.name,COBieComponentName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_ManufacturerTypeInformation,InformationManufacturer,COBieTypeManufacturer,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_ManufacturerTypeInformation,InformationModelReference,COBieTypeModelNumber,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_ManufacturerOccurrence,SerialNumber,COBieComponentSerialNumber,p_singlevalue,IfcIdentifier,,,Building Services,Stage 3,Stage 6,x,,x,,,,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_ServiceLife,ServiceLifeDuration,COBieTypeExpectedLife,p_boundedvalue,IfcDuration,,,Building Services,Stage 3,Stage 4,,x,,,,,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_Warranty,WarrantyStartDate,COBieComponentWarrantyStartDate,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_Warranty,WarrantyEndDate,,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_Warranty,WarrantyPeriod,COBieTypeWarrantyDurationParts,p_singlevalue,IfcTimeMeasure,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,x
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_Warranty,PointOfContact,COBieTypeWarrantyGuarantorParts,p_referencevalue,IfcOrganization,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_Warranty,WarrantyContent,COBieTypeWarrantyDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Ultraviolet (UV) disinfection devices,Pr_60_55_97_93,"Water extraction, treatment and storage systems",Ss_55_15,IfcFlowStorageDevice,Pset_Warranty,Exclusions,,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,<IfcObject>Type.Description,COBieTypeDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,<IfcObject>Type.Name,COBieTypeName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,<IfcObject>.Description,COBieComponentDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,<IfcObject>.name,COBieComponentName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,,PredefinedType,,p_enumeratedvalue,IfcFilterTypeEnum,WATERFILTER,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_ManufacturerTypeInformation,InformationManufacturer,COBieTypeManufacturer,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_ManufacturerTypeInformation,InformationModelReference,COBieTypeModelNumber,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_ManufacturerOccurrence,SerialNumber,COBieComponentSerialNumber,p_singlevalue,IfcIdentifier,,,Building Services,Stage 3,Stage 6,x,,x,,,,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_ServiceLife,ServiceLifeDuration,COBieTypeExpectedLife,p_boundedvalue,IfcDuration,,,Building Services,Stage 3,Stage 4,,x,,,,,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,WarrantyStartDate,COBieComponentWarrantyStartDate,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,WarrantyEndDate,,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,WarrantyPeriod,COBieTypeWarrantyDurationParts,p_singlevalue,IfcTimeMeasure,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,x
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,PointOfContact,COBieTypeWarrantyGuarantorParts,p_referencevalue,IfcOrganization,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,WarrantyContent,COBieTypeWarrantyDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Water conditioners,Pr_60_55_97_96,"Water extraction, treatment and storage systems",Ss_55_15,IfcFilterType,Pset_Warranty,Exclusions,,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,,<IfcObject>Type.Description,COBieTypeDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,,<IfcObject>Type.Name,COBieTypeName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,,<IfcObject>.Description,COBieComponentDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,,<IfcObject>.name,COBieComponentName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_ManufacturerTypeInformation,InformationManufacturer,COBieTypeManufacturer,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_ManufacturerTypeInformation,InformationModelReference,COBieTypeModelNumber,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 4,x,x,x,x,x,x,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_ManufacturerOccurrence,SerialNumber,COBieComponentSerialNumber,p_singlevalue,IfcIdentifier,,,Building Services,Stage 3,Stage 6,x,,x,,,,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_ServiceLife,ServiceLifeDuration,COBieTypeExpectedLife,p_boundedvalue,IfcDuration,,,Building Services,Stage 3,Stage 4,,x,,,,,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_Warranty,WarrantyStartDate,COBieComponentWarrantyStartDate,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_Warranty,WarrantyEndDate,,p_singlevalue,IfcDate,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_Warranty,WarrantyPeriod,COBieTypeWarrantyDurationParts,p_singlevalue,IfcTimeMeasure,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_Warranty,PointOfContact,COBieTypeWarrantyGuarantorParts,p_referencevalue,IfcOrganization,,,Building Services,Stage 3,Stage 6,,,,,,,x,x,
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_Warranty,WarrantyContent,COBieTypeWarrantyDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Water treatment dosing pots,Pr_60_55_97_97,Chilled water systems,Ss_60_40_17_12,IfcFlowStorageDevice,Pset_Warranty,Exclusions,,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 5,,,,,,,x,x,
Water treatment dosing pots,Pr_60_55_97_97,Heating systems,Ss_60_40_37,IfcFlowStorageDevice,,<IfcObject>Type.Description,COBieTypeDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Heating systems,Ss_60_40_37,IfcFlowStorageDevice,,<IfcObject>Type.Name,COBieTypeName,p_singlevalue,IfcLabel,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
Water treatment dosing pots,Pr_60_55_97_97,Heating systems,Ss_60_40_37,IfcFlowStorageDevice,,<IfcObject>.Description,COBieComponentDescription,p_singlevalue,IfcText,,,Building Services,Stage 3,Stage 3,x,x,x,x,x,x,x,x,x
